status,employee id,employee email,employee first name,employee last name,start date,end date,employee job title,annual salary (usd),benefits and others,bonus target - % of salary,commission - % of salary,cost center,equity,function,job family,job level,job location,manager’s employee id,okr,employment type
ACTIVE,E000737,dfdemostagingLily.Lester@gmail.com,Lily,Lester,9/1/2018,,VP of Sales,113573,16252,0.30,0.00,401 - Sales,17964,Sales,Sales,VP,US - Boston,E000104,,Permanent Full-time
ACTIVE,E000738,dfdemostagingCortez.Erickson@gmail.com,Cortez,Erickson,9/1/2018,,BE Engineer,80352,11904,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/BE,Mid-level,US - SF Bay Area,E000104,,Permanent Full-time
ACTIVE,E000739,dfdemostagingAiden.Young@gmail.com,Aiden,Young,9/1/2018,,Marketing Associate - SEO/SEM,70741,10417,0.30,0.00,500 - Marketing,17964,Marketing,Marketing/SEO-SEM,Associate,US - Remote,E000104,,Permanent Full-time
ACTIVE,E000740,dfdemostagingRyan.Greene@gmail.com,Ryan,Greene,9/1/2018,,Senior Product Designer,83226,12610,0.30,0.00,300 - Product,17964,Product,Design,Senior,US - Remote,E000104,,Permanent Full-time
ACTIVE,E000741,dfdemostagingRyann.Coleman@gmail.com,Ryann,Coleman,9/1/2018,,Associate Product Designer,68164,10681,0.30,0.00,300 - Product,17964,Product,Design,Associate,US - Remote,E000105,,Permanent Full-time
ACTIVE,E000742,dfdemostagingAbigail.Erickson@gmail.com,Abigail,Erickson,9/1/2018,,Associate Product Designer,68164,10681,0.30,0.00,300 - Product,17964,Product,Design,Associate,US - Remote,E000105,,Permanent Full-time
ACTIVE,E000743,dfdemostagingUlises.Vasquez@gmail.com,Ulises,Vásquez,9/1/2018,,FE Engineer,48114,7128,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Mid-level,Europe - Krakow,E000105,,Permanent Full-time
ACTIVE,E000744,dfdemostagingEmerson.Sanchez@gmail.com,Emerson,Sanchez,9/1/2018,,employee job title,annual salary (usd),benefits and others,0.30,0.00,cost center,17964,function,job family,job level,job location,E000105,,Permanent Full-time
ACTIVE,E000745,dfdemostagingRyann.Young@gmail.com,Ryann,Young,9/1/2018,,Principal Product Manager,95645,13608,0.30,0.00,300 - Product,17964,Product,Product Management,Principal,US - Remote,E000105,,Permanent Full-time
ACTIVE,E000746,dfdemostagingMalaki.Guzman@gmail.com,Malaki,Guzman,9/1/2018,,Senior Account Executive,75953,13426,0.30,0.00,401 - Sales,17964,Sales,Sales,Senior,US - SF Bay Area,E000105,,Permanent Full-time
ACTIVE,E000747,dfdemostagingTyrell.Cochran@gmail.com,Tyrell,Cochran,9/1/2018,,Associate Product Designer,68164,10681,0.30,0.00,300 - Product,17964,Product,Design,Associate,US - Remote,E000105,,Permanent Full-time
ACTIVE,E000748,dfdemostagingKatelyn.Golden@gmail.com,Katelyn,Golden,9/1/2018,,Associate Account Executive,63888,11616,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000106,,Permanent Full-time
ACTIVE,E000749,dfdemostagingTyrell.Galloway@gmail.com,Tyrell,Galloway,9/1/2018,,Associate Account Executive,63756,11592,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000106,,Permanent Full-time
ACTIVE,E000750,dfdemostagingTyrell.Lester@gmail.com,Tyrell,Lester,9/1/2018,,Associate Account Executive,63690,11580,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000106,,Permanent Full-time
ACTIVE,E000751,dfdemostagingKatelyn.Middleton@gmail.com,Katelyn,Middleton,9/1/2018,,Associate Account Executive,63822,11604,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000106,,Permanent Full-time
ACTIVE,E000752,dfdemostagingAlbert.Dennis@gmail.com,Albert,Dennis,9/1/2018,,Associate Customer Success Manager,63851,11436,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000106,,Permanent Full-time
ACTIVE,E000753,dfdemostagingSavion.Fowler@gmail.com,Savion,Fowler,9/1/2018,,Senior FE Engineer,78907,11513,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Senior,Asia - Singapore,E000106,,Permanent Full-time
ACTIVE,E000754,dfdemostagingAbigail.Lane@gmail.com,Abigail,Lane,9/1/2018,,Full Stack Engineer,81000,12000,0.3,0.00,201 - Eng B2B,17964,Engineering,Engineering/Full stack,Mid-level,US - Remote,E000106,,Permanent Full-time
ACTIVE,E000755,dfdemostagingKaylen.Underwood@gmail.com,Kaylen,Underwood,9/1/2018,,Account Executive,69841,125 06,0.30,0.00,401 - Sales,17964,Sales,Sales,Mid-level,US - Remote,E000107,,Permanent Full-time
ACTIVE,E000756,dfdemostagingChanel.Golden@gmail.com,Chanel,Golden,9/1/2018,,FE Engineer,48017,7114,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Mid-level,Europe - Krakow,E000107,,Permanent Full-time
ACTIVE,E000757,dfdemostagingCortez.Greene@gmail.com,Cortez,Greene,9/1/2018,,Associate Customer Success Manager,63985,11460,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000107,,Permanent Full-time
ACTIVE,E000758,dfdemostagingYesenia.Rhodes@gmail.com,Yesenia,Rhodes,9/1/2018,,Account Executive,69841,12506,0.30,0.00,401 - Sales,17964,Sales,Sales,Mid-level,US - Remote,E000107,,Permanent Full-time
ACTIVE,E000759,dfdemostagingSavion.Middleton@gmail.com,Savion,Middleton,9/1/2018,,Accounting Manager,104075,14115,0.30,0.00,600 - Finance,17964,Finance,Accounting,Manager,US - SF Bay Area,E000107,,Permanent Full-time
ACTIVE,E000760,dfdemostagingUlises.Coleman@gmail.com,Ulises,Coleman,9/1/2018,,Accounting Manager,104075,14115,0.30,0.00,600 - Finance,17964,Finance,Accounting,Manager,US - SF Bay Area,E000107,,Permanent Full-time
ACTIVE,E000761,dfdemostagingUlises.Golden@gmail.com,Ulises,Golden,9/1/2018,,Account Executive,69914,12519,0.30,0.00,401 - Sales,17964,Sales,Sales,Mid-level,US - Remote,E000107,,Permanent Full-time
ACTIVE,E000762,dfdemostagingEmerson.Middleton@gmail.com,Emerson,Middleton,9/1/2018,,Senior Product Marketing Manager,86187,12272,0.30,0.00,500 - Marketing,17964,Marketing,Marketing/Product Marketing,Senior,US - SF Bay Area,E000108,,Permanent Full-time
ACTIVE,E000763,dfdemostagingUlises.Moody@gmail.com,Ulises,Moody,9/1/2018,,Account Executive,69769,12493,0.30,0.00,401 - Sales,17964,Sales,Sales,Mid-level,US - Boston,E000108,,Permanent Full-time
ACTIVE,E000764,dfdemostagingUlises.Mcfarland@gmail.com,Ulises,Mcfarland,9/1/2018,,Director of Customer Success,101733,15184,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Director,US - Remote,E000108,,Permanent Full-time
ACTIVE,000765,dfdemostagingBailee.Robles@gmail.com,Bailee,Robles,9/1/2018,,Associate Customer Success Manager,63784,11424,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000108,,Permanent Full-time
ACTIVE,E000766,dfdemostagingAiden.Robles@gmail.com,Aiden,Robles,9/1/2018,,Human Resources Manager,98595,14085,0.30,0.00,700 - Admin,17964,Administrative,Administrative/Human Resources,Manager,US - SF Bay Area,E000108,,Permanent Full-time
ACTIVE,E000767,dfdemostagingSavion.Sanchez@gmail.com,Savion,Sanchez,9/1/2018,,Associate Account Executive,63690,11580,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000108,,Permanent Full-time
ACTIVE,E000768,dfdemostagingMarques.Coleman@gmail.com,Marques,Coleman,9/1/2018,,Associate Account Executive,63690,11580,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000108,,Permanent Full-time
ACTIVE,E000769,dfdemostagingMalaki.Cochran@gmail.com,Malaki,Cochran,9/1/2018,,Marketing Associate - SEO/SEM,70741,10417,0.30,0.00,500 - Marketing,17964,Marketing,Marketing/SEO-SEM,Associate,US - Remote,E000109,,Permanent Full-time
ACTIVE,E000770,dfdemostagingChanel.Erickson@gmail.com,Chanel,Erickson,9/1/2018,,Associate Customer Success Manager,63717,11412,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000776,,Permanent Full-time
ACTIVE,E000771,dfdemostagingDakota.Shields@gmail.com,Dakota,Shields,9/1/2018,,Director of Customer Success,101733,15184,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Director,US ‐ Remote,E000109,,Permanent Full-time
ACTIVE,E000772,dfdemostagingWyatt.Tapia@gmail.com,Wyatt,Tapia,9/1/2018,,Associate Account Executive,63624,11568,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000109,,Permanent Full-time
ACTIVE,E000773,dfdemostagingRoderick.Rhodes@gmail.com,Roderick,Rhodes,9/1/2018,,Principal Product Manager,95645,13608,0.30,0.00,300 - Product,17964,Product,Product Management,Principal,US - Remote,E000109,,Permanent Full-time
ACTIVE,E000774,dfdemostagingRyan.Sanchez@gmail.com,Ryan,Sanchez,9/1/2018,,Associate Customer Success Manager,63717,11412,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000109,,Permanent Full-time
ACTIVE,E000775,dfdemostagingAntoine.Hanna@gmail.com,Antoine,Hanna,9/1/2018,,Senior Financial Analyst,81860,12246,0.30,0.00,600 - Finance,17964,Finance,Finance/FP&A,Senior,US - SF Bay Area,E000109,,Permanent Full-time
ACTIVE,E000776,dfdemostagingKaila.Lester@gmail.com,Kaila,Lester,9/1/2018,,Associate Account Executive,63756,11592,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000776,,Permanent Full-time
ACTIVE,E000777,dfdemostagingEmerson.Ingram@gmail.com,Emerson,Ingram,9/1/2018,,Full Stack Engineer,80433,11916,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/Full stack,Mid-level,US - SF Bay Area,E000110,,Permanent Full-time
ACTIVE,E000778,dfdemostagingEvangeline.Fowler@gmail.com,Evangeline,Fowler,9/1/2018,,FE Engineer,47968,7106,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Mid-level,Europe - Krakow,E000110,,Permanent Full-time
ACTIVE,E000779,dfdemostagingPaulina.Middleton@gmail.com,Paulina,Middleton,9/1/2018,,Account Executive,69769,12493,0.30,0.00,401 - Sales,17964,Sales,Sales,Mid-level,US - Boston,E000110,,Permanent Full-time
ACTIVE,E000780,dfdemostagingAbigail.Cochran@gmail.com,Abigail,Cochran,9/1/2018,,Associate Product Designer,68164,10681,0.30,0.00,300 - Product,17964,Product,Design,Associate,US - Remote,E000110,,Permanent Full-time
ACTIVE,E000781,dfdemostagingTyrell.Mcfarland@gmail.com,Tyrell,Mcfarland,9/1/2018,,Senior FE Engineer,78827,11501,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Senior,Asia - Singapore,E000110,,Permanent Full-time
ACTIVE,E000782,dfdemostagingYesenia.Golden@gmail.com,Yesenia,Golden,9/1/2018,,Account Executive,69841,12506,0.30,0.00,401 - Sales,17964,Sales,Sales,Mid-level,US - Remote,E000110,,Permanent Full-time
ACTIVE,E000783,dfdemostagingBailee.Villarreal@gmail.com,Bailee,Villarreal,9/1/2018,,FE Engineer,48017,7114,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Mid-level,Europe - Krakow,E000111,,Permanent Full-time
ACTIVE,E000784,dfdemostagingWyatt.Galloway@gmail.com,Wyatt,Galloway,9/1/2018,,Associate Account Executive,63624,11568,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000111,,Permanent Full-time
ACTIVE,E000785,dfdemostagingRyann.Hanna@gmail.com,Ryann,Hanna,9/1/2018,,Associate Customer Success Manager,63717,11412,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000111,,Permanent Full-time
ACTIVE,E000786,dfdemostagingEvangeline.Golden@gmail.com,Evangeline,Golden,9/1/2018,,employee job title,annual salary (usd),benefits and others,0.30,0.00,cost center,17964,function,job family,job level,job location,E000111,,Permanent Full-time
ACTIVE,E000787,dfdemostagingIreland.Mcfarland@gmail.com,Ireland,Mcfarland,9/1/2018,,Account Executive,69914,12519,0.30,0.00,401 - Sales,17964,Sales,Sales,Mid-level,US - Remote,E000111,,Permanent Full-time
ACTIVE,E000788,dfdemostagingLyla.Ingram@gmail.com,Lyla,Ingram,9/1/2018,,Senior FE Engineer,78907,11513,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Senior,Asia - Singapore,E000111,,Permanent Full-time
ACTIVE,E000789,dfdemostagingBailee.Young@gmail.com,Bailee,Young,9/1/2018,,Senior FE Engineer,78827,11501,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Senior,Asia - Singapore,E000111,,Permanent Full-time
ACTIVE,E000790,dfdemostagingChanel.Guzman@gmail.com,Chanel,Guzman,9/1/2018,,Full Stack Engineer,80433,11916,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/Full stack,Mid-level,US - SF Bay Area,E000112,,Permanent Full-time
ACTIVE,E000791,dfdemostagingEmerson.Tapia@gmail.com,Emerson,Tapia,9/1/2018,,Associate Account Executive,63624,11568,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000112,,Permanent Full-time
ACTIVE,E000792,dfdemostagingBailee.Cooper@gmail.com,Bailee,Cooper,9/1/2018,,Account Executive,69696,12480,0.30,0.00,401 - Sales,17964,Sales,Sales,Mid-level,US - Remote,E000112,,Permanent Full-time
ACTIVE,E000793,dfdemostagingCortez.Cochran@gmail.com,Cortez,Cochran,9/1/2018,,Product Manager,79786,11676,0.30,0.00,300 - Product,17964,Product,Product Management,Mid-level,US - Remote,E000112,,Permanent Full-time
ACTIVE,E000794,dfdemostagingSheldon.Lester@gmail.com,Sheldon,Lester,9/1/2018,,Senior Account Executive,75874,13412,0.30,0.00,401 - Sales,17964,Sales,Sales,Senior,US - Remote,E000112,,Permanent Full-time
ACTIVE,E000795,dfdemostagingSheldon.Shields@gmail.com,Sheldon,Shields,9/1/2018,,Principal Product Manager,95645,13608,0.30,0.00,300 - Product,17964,Product,Product Management,Principal,US - Remote,E000112,,Permanent Full-time
ACTIVE,E000796,dfdemostagingZack.Moody@gmail.com,Zack,Moody,9/1/2018,,Associate Product Designer,68164,10681,0.30,0.00,300 - Product,17964,Product,Design,Associate,US - Remote,E000112,,Permanent Full-time
ACTIVE,E000797,dfdemostagingTyrell.Underwood@gmail.com,Tyrell,Underwood,9/1/2018,,Full Stack Engineer,80433,11916,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/Full stack,Mid-level,US - SF Bay Area,E000113,,Permanent Full-time
ACTIVE,E000798,dfdemostagingKatelyn.Cooper@gmail.com,Katelyn,Cooper,9/1/2018,,Senior Account Executive,75874,13412,0.30,0.00,401 - Sales,17964,Sales,Sales,Senior,US - Remote,E000113,,Permanent Full-time
ACTIVE,E000799,dfdemostagingAbigail.Fowler@gmail.com,Abigail,Fowler,9/1/2018,,Senior FE Engineer,78827,11501,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Senior,Asia - Singapore,E000113,,Permanent Full-time
ACTIVE,E000800,dfdemostagingTyrell.Villarreal@gmail.com,Tyrell,Villarreal,9/1/2018,,Accounting Manager,104075,14115,0.30,0.00,600 - Finance,17964,Finance,Accounting,Manager,US - SF Bay Area,E000113,,Permanent Full-time
ACTIVE,E000801,dfdemostagingLily.Rhodes@gmail.com,Lily,Rhodes,9/1/2018,,Principal Product Manager,95645,13608,0.30,0.00,300 - Product,17964,Product,Product Management,Principal,US - Remote,E000113,,Permanent Full-time
ACTIVE,E000802,dfdemostagingLyla.Gentry@gmail.com,Lyla,Gentry,9/1/2018,,Senior Full Stack Engineer,87496,12766,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/Full stack,Senior,US - Boston,E000113,,Permanent Full-time
ACTIVE,E000803,dfdemostagingKaylen.Golden@gmail.com,Kaylen,Golden,9/1/2018,,BE Engineer,80352,11904,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/BE,Mid-level,US - SF Bay Area,E000113,,Permanent Full-time
ACTIVE,E000804,dfdemostagingRoderick.Rasmussen@gmail.com,Roderick,Rasmussen,9/1/2018,,Engineering Director,126360,15600,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/Management,Director,US - Boston,E000114,,Permanent Full-time
ACTIVE,E000805,dfdemostagingUlises.Shields@gmail.com,Ulises,Shields,9/1/2018,,Associate Product Designer,68164,10681,0.30,0.00,300 - Product,17964,Product,Design,Associate,US - Remote,E000114,,Permanent Full-time
ACTIVE,E000806,dfdemostagingEmerson.Moody@gmail.com,Emerson,Moody,9/1/2018,,Associate Account Executive,63756,11592,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000114,,Permanent Full-time
ACTIVE,E000807,dfdemostagingYesenia.Lane@gmail.com,Yesenia,Lane,9/1/2018,,Associate Product Designer,68164,10681,0.30,0.00,300 - Product,17964,Product,Design,Associate,US - Remote,E000114,,Permanent Full-time
ACTIVE,E000808,dfdemostagingWyatt.Underwood@gmail.com,Wyatt,Underwood,9/1/2018,,Product Manager,79786,11676,0.30,0.00,300 - Product,17964,Product,Product Management,Mid-level,US - Remote,E000114,,Permanent Full-time
ACTIVE,E000809,dfdemostagingJustine.Moody@gmail.com,Justine,Moody,9/1/2018,,FE Engineer,47968,7106,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Mid-level,Europe - Krakow,E000114,,Permanent Full-time
ACTIVE,E000810,dfdemostagingMarques.Rice@gmail.com,Marques,Rice,9/1/2018,,VP of Sales,113573,16252,0.30,0.00,401 - Sales,17964,Sales,Sales,VP,US - Boston,E000114,,Permanent Full-time
ACTIVE,E000811,dfdemostagingUlises.Perez@gmail.com,Ulises,Perez,9/1/2018,,Senior FE Engineer,52391,7644,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Senior,Europe - Krakow,E000115,,Permanent Full-time
ACTIVE,E000812,dfdemostagingEvangeline.Galloway@gmail.com,Evangeline,Galloway,9/1/2018,,Associate Customer Success Manager,63784,11424,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000115,,Permanent Full-time
ACTIVE,E000813,dfdemostagingKaila.Coleman@gmail.com,Kaila,Coleman,9/1/2018,,Associate Customer Success Manager,63717,11412,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000115,,Permanent Full-time
ACTIVE,E000814,dfdemostagingLily.Underwood@gmail.com,Lily,Underwood,9/1/2018,,General Counsel,112440,14992,0.30,0.00,700 - Admin,17964,Administrative,Administrative/Legal,Director,US - SF Bay Area,E000115,,Permanent Full-time
ACTIVE,E000815,dfdemostagingUlises.Underwood@gmail.com,Ulises,Underwood,9/1/2018,,Associate Account Executive,63624,11568,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000115,,Permanent Full-time
ACTIVE,E000816,dfdemostagingSheldon.Gentry@gmail.com,Sheldon,Gentry,9/1/2018,,Associate Customer Success Manager,63918,11448,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000115,,Permanent Full-time
ACTIVE,E000817,dfdemostagingChanel.Dennis@gmail.com,Chanel,Dennis,9/1/2018,,Senior Account Executive,75794,13398,0.30,0.00,401 - Sales,17964,Sales,Sales,Senior,US - Remote,000115,,Permanent Full-time
ACTIVE,E000818,dfdemostagingAdalyn.Erickson@gmail.com,Adalyn,Erickson,9/1/2018,,Marketing Associate - SEO/SEM,70741,10417,0.30,0.00,500 - Marketing,17964,Marketing,Marketing/SEO-SEM,Associate,US - Remote,E000116,,Permanent Full-time
ACTIVE,E000819,dfdemostagingRyann.Guzman@gmail.com,Ryann,Guzman,9/1/2018,,Associate Account Executive,63888,11616,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000116,,Permanent Full-time
ACTIVE,E000820,dfdemostagingKaylen.Mcfarland@gmail.com,Kaylen,Mcfarland,9/1/2018,,Human Resources Manager,98595,14085,0.30,0.00,700 - Admin,17964,Administrative,Administrative/Human Resources,Manager,US - SF Bay Area,E000116,,Permanent Full-time
ACTIVE,E000821,dfdemostagingWyatt.Young@gmail.com,Wyatt,Young,9/1/2018,,BE Engineer,48065,7121,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/BE,Mid-level,Europe - Krakow,E000116,,Permanent Full-time
ACTIVE,E000822,dfdemostagingKatelyn.Underwood@gmail.com,Katelyn,Underwood,9/1/2018,,Associate Customer Success Manager,63784,11424,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000116,,Permanent Full-time
ACTIVE,E000823,dfdemostagingKatelyn.Shields@gmail.com,Katelyn,Shields,9/1/2018,,Chief of Staff,107676,13958,0.30,0.00,100 - C-Suite,17964,CEO Office,General Management,Principal,US - SF Bay Area,E000116,,Permanent Full-time
ACTIVE,E000824,dfdemostagingEvangeline.Mcfarland@gmail.com,Evangeline,Mcfarland,9/1/2018,,Associate Customer Success Manager,63851,11436,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000116,,Permanent Full-time
ACTIVE,E000825,dfdemostagingJustine.Cooper@gmail.com,Justine,Cooper,9/1/2018,,Senior BE Engineer,87764,12805,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/BE,Senior,US - Remote,E000117,,Permanent Full-time
ACTIVE,E000826,dfdemostagingIreland.Dennis@gmail.com,Ireland,Dennis,9/1/2018,,Product Marketing Manager,78435,11340,0.30,0.00,500 - Marketing,17964,Marketing,Marketing/Product Marketing,Mid-level,US - Boston,E000117,,Permanent Full-time
ACTIVE,E000827,dfdemostagingCortez.Rasmussen@gmail.com,Cortez,Rasmussen,9/1/2018,,Associate Account Executive,63690,11580,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000117,,Permanent Full-time
ACTIVE,E000828,dfdemostagingChanel.Vasquez@gmail.com,Chanel,Vasquez,9/1/2018,,Full Stack Engineer,81000,12000,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/Full stack,Mid-level,US - Remote,E000117,,Permanent Full-time
ACTIVE,E000829,dfdemostagingSheldon.Erickson@gmail.com,Sheldon,Erickson,9/1/2018,,Senior Product Designer,83226,12610,0.30,0.00,300 - Product,17964,Product,Design,Senior,US - Remote,E000117,,Permanent Full-time
ACTIVE,E000830,dfdemostagingBailee.Erickson@gmail.com,Bailee,Erickson,9/1/2018,,VP of Product Management,143762,16558,0.30,0.00,300 - Product,17964,Product,Product Management,VP,US - SF Bay Area,E000117,,Permanent Full-time
ACTIVE,E000831,dfdemostagingTyrell.Young@gmail.com,Tyrell,Young,9/1/2018,,Associate Customer Success Manager,63717,11412,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000117,,Permanent Full-time
ACTIVE,E000832,dfdemostagingEmerson.Dennis@gmail.com,Emerson,Dennis,9/1/2018,,employee job title,annual salary (usd),benefits and others,0.30,0.00,cost center,17964,function,job family,job level,job location,E000118,,Permanent Full-time
ACTIVE,E000833,dfdemostagingBailee.Lester@gmail.com,Bailee,Lester,9/1/2018,,FE Engineer,47968,7106,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Mid-level,Europe - Krakow,E000118,,Permanent Full-time
ACTIVE,E000834,dfdemostagingKaila.Perez@gmail.com,Kaila,Perez,9/1/2018,,Senior FE Engineer,78827,11501,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Senior,Asia - Singapore,E000118,,Permanent Full-time
ACTIVE,E000835,dfdemostagingKamila.Erickson@gmail.com,Kamila,Erickson,1535752800000,,Chief of Staff,107676,13958,0.30,0.00,100 - C-Suite,17964,CEO Office,General Management,Principal,US - SF Bay Area,E000118,,Permanent Full-time
ACTIVE,E000836,dfdemostagingWyatt.Fowler@gmail.com,Wyatt,Fowler,9/1/2018,,Associate Account Executive,63822,11604,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000118,,Permanent Full-time
ACTIVE,E000837,dfdemostagingIreland.Coleman@gmail.com,Ireland,Coleman,9/1/2018,,Principal FE Engineer,95062,13 692,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Principal,US - Remote,E000118,,Permanent Full-time
ACTIVE,E000838,dfdemostagingKamila.Middleton@gmail.com,Kamila,Middleton,9/1/2018,,Associate Customer Success Manager,63918,11448,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000118,,Permanent Full-time
ACTIVE,E000839,dfdemostagingRoderick.Robles@gmail.com,Roderick,Robles,9/1/2018,,FE Engineer,72463,10735,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Mid-level,Asia - Singapore,E000119,,Permanent Full-time
ACTIVE,E000840,dfdemostagingKaila.Young@gmail.com,Kaila,Young,9/1/2018,,Senior FE Engineer,78827,11501,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Senior,Asia - Singapore,E000119,,Permanent Full-time
ACTIVE,E000841,dfdemostagingZack.Greene@gmail.com,Zack,Greene,9/1/2018,,VP of Product Management,143762,16558,0.3​,0.00,300 - Product,17964,Product,Product Management,VP,US - SF Bay Area,E000119,,Permanent Full-time
ACTIVE,E000842,dfdemostagingIreland.Erickson@gmail.com,Ireland,Erickson,9/1/2018,,FE Engineer,72463,10735,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Mid-level,Asia - Singapore,E000119,,Permanent Full-time
ACTIVE,E000843,dfdemostagingSheldon.Mcfarland@gmail.com,Sheldon,Mcfarland,9/1/2018,,FE Engineer,48114,7128,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Mid-level,Europe - Krakow,E000119,,Permanent Full-time
ACTIVE,E000844,dfdemostagingAdalyn.Young@gmail.com,Adalyn,Young,9/1/2018,,Human Resources Manager,98595,14085,0.30,0.00,700 - Admin,17964,Administrative,Administrative/Human Resources,Manager,US - SF Bay Area,E000119,,Permanent Full-time
ACTIVE,E000845,dfdemostagingDakota.Tapia@gmail.com,Dakota,Tapia,9/1/2018,,Senior FE Engineer,78827,11501,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Senior,Asia - Singapore,E000119,,Permanent Full-time
ACTIVE,E000846,dfdemostagingKaylen.Kline@gmail.com,Kaylen,Kline,9/1/2018,,Chief of Staff,107676,13958,0.30,0.00,100 - C-Suite,17964,CEO Office,General Management,Principal,US - SF Bay Area,E000120,,Permanent Full-time
ACTIVE,E000847,dfdemostagingRoderick.Lester@gmail.com,Roderick,Lester,9/1/2018,,Human Resources Manager,98595,14085,0.30,0.00,700 - Admin,17964,Administrative,Administrative/Human Resources,Manager,US - SF Bay Area,E000120,,Permanent Full-time
ACTIVE,E000848,dfdemostagingAntoine.Galloway@gmail.com,Antoine,Galloway,9/1/2018,,Senior Financial Analyst,81860,12246,0.30,0.00,600 - Finance,17964,Finance,Finance/FP&A,Senior,US - SF Bay Area,E000120,,Permanent Full-time
ACTIVE,E000849,dfdemostagingAntoine.Vasquez@gmail.com,Antoine,Vásquez,9/1/2018,,Senior Financial Analyst,81860,12246,0.30,0.00,600 - Finance,17964,Finance,Finance/FP&A,Senior,US - SF Bay Area,E000120,,Permanent Full-time
ACTIVE,E000850,dfdemostagingCortez.Lane@gmail.com,Cortez,Lane,9/1/2018,,BE Engineer,80352,11904,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/BE,Mid-level,US - SF Bay Area,E000120,,Permanent Full-time
